,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS9,SBS10a,SBS10b,SBS10c,SBS10d,SBS11,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22a,SBS22b,SBS23,SBS24,SBS25,SBS26,SBS27,SBS28,SBS29,SBS30,SBS31,SBS32,SBS33,SBS34,SBS35,SBS36,SBS37,SBS38,SBS39,SBS40a,SBS40b,SBS40c,SBS41,SBS42,SBS43,SBS44,SBS45,SBS46,SBS47,SBS48,SBS49,SBS50,SBS51,SBS52,SBS53,SBS54,SBS55,SBS56,SBS57,SBS58,SBS59,SBS60,SBS84,SBS85,SBS86,SBS87,SBS88,SBS89,SBS90,SBS91,SBS92,SBS93,SBS94,SBS95,SBS96,SBS97,SBS98,SBS99
SBS8,0.040545177582300584,0.04549004490124098,0.6895992436577179,0.8145197715074984,0.4458601459709908,0.06939605468616095,0.052032514233481764,0.09047294898465785,0.38759003165676065,0.15911333137803285,1.0,0.3150004702446594,0.2530294456267699,0.06826365216848951,0.4761973308577895,0.3696456117268021,0.08988171848357362,0.1918136609721076,0.06948120759531462,0.46344147037870354,0.12512236386664932,0.25081930705163646,0.13059026420366449,0.019308654277878534,0.6351836153438093,0.12754940702006579,0.3720644016531387,0.10227186901013785,0.4615296501951467,0.4500397823025666,0.09507184952674952,0.5571905800888405,0.6579164917609033,0.15032566333723596,0.24550549577377667,0.03151899390091539,0.6893124769679493,0.09309700522637165,0.34238841789617247,0.23981134747157884,0.07193649438992411,0.27040120338554985,0.6736138018222642,0.536176838705802,0.19791076048419032,0.4186630625749519,0.3698014603121921,0.5853763660047434,0.5051195786538156,0.5414472362905287,0.2969406432001753,0.3544591775943071,0.1302809392870845,0.2788807956894167,0.5040922628120156,0.24340791368155568,0.3577275416370219,0.05062188121670874,0.19004303101869124,0.49392293639203744,0.4488884497621962,0.2983084935662603,0.30875652232252326,0.09992349221210117,0.10687132262804289,0.36573395402110953,0.22763097712649372,0.29009145732549335,0.26795037005119426,0.03734168152074002,0.15245227078168155,0.3775797641166555,0.158137353970778,0.15401867482345888,0.2707192157673304,0.6619353923864396,0.29507748312926085,0.23851413391103893,0.4318819314067348,0.3719551912098005,0.7282606487195782,0.7243004545956441,0.5702794332043853,0.12567987078819887,0.15444907491640625,0.2144053882572906
SBS9,0.07161949196352357,0.05035304461188417,0.531988184221814,0.22605203037750043,0.575986474114388,0.13435207404826532,0.09387459792947828,0.14686239571045434,0.3538742075949819,0.2445546897235853,0.3150004702446594,1.0,0.21622787140443722,0.174614908399792,0.4912715702708679,0.28999253725565377,0.13640131247554887,0.4483749797757234,0.07545194605210293,0.1768878194729564,0.13617362408386957,0.3653687305011808,0.28612023704214207,0.4829802758323105,0.28308144306131866,0.16674375204468495,0.16930498214321354,0.23463630251597034,0.20053322032825804,0.3580882820912641,0.14990268306728283,0.22279669774293387,0.46956883726857246,0.45186293100715325,0.13483800073297203,0.555655683414623,0.18971680721724904,0.16664931422639706,0.2546208385839508,0.17078341085553894,0.1623452937547588,0.24170818229469093,0.22803153152727096,0.2580949661687768,0.6338623030859174,0.0950918849010235,0.37875189100457907,0.46416906344680653,0.7242511008612988,0.5836276483628945,0.6896213213997349,0.24123760704723385,0.1928230709794021,0.3043089050982819,0.10515743000823663,0.4412636746243914,0.3039990497461582,0.02455167712284223,0.03563723452152323,0.16678538678847543,0.24619910953099167,0.15169006335768276,0.11321770755267135,0.23889227578289207,0.17587928737062175,0.272228542755926,0.5700159252169352,0.3215904397076641,0.11697485561864496,0.08485031790800501,0.2071632850031062,0.5115868205108939,0.1745526671294957,0.1819210313599985,0.5782503196472423,0.3981010618740226,0.2678245614658781,0.1296008704551459,0.4388072807689929,0.7511574645461525,0.3651709341215439,0.2782354045029132,0.5049406404091789,0.1302089282743364,0.24631914827999135,0.3909525275430342
SBS10a,0.0178838804437792,0.018510790011177725,0.12388030078691314,0.278931690458076,0.1386436086653715,0.03313241097837105,0.015372692946808764,0.02146979563800322,0.02883963280309665,0.025071285166047175,0.2530294456267699,0.21622787140443722,1.0,0.18999538967653984,0.8592055407952998,0.8684609629882452,0.0271191383382845,0.027118868026690612,0.09344480117527687,0.4752094836852775,0.06741922316471749,0.049766091159910264,0.0030442000356694088,0.014558294630799495,0.6028307276673809,0.02166050371692574,0.037129270249970814,0.015107985182591821,0.005277009388729881,0.0400880683701772,0.02147957358208441,0.1589234601356352,0.2087749586849046,0.02199400320348599,0.03354508324280747,0.0359317915828784,0.24376383745910135,0.01962505387097213,0.03381683081937703,0.06998875559574025,0.041466014797464035,0.012787030563050528,0.10649200698702543,0.7789217251497118,0.036851861656901796,0.08823312275160711,0.06883535777512462,0.23494700171690985,0.1872284644820088,0.1508860015692266,0.06544865441799663,0.16291841913827565,0.008035805102227012,0.11324258369984919,0.21496064339324217,0.04050513776685405,0.03106161198300894,0.02515260949200171,0.028489408335031996,0.04755835906220662,0.04000013639806943,0.25686347712411317,0.012569700077039947,0.029599133453862003,0.020592288752750987,0.9238300313277097,0.06349759058065607,0.10090465550460659,0.02555617384391029,0.0037264280784565784,0.03484211907242474,0.03441742747106802,0.053548901491481615,0.030796011082748653,0.06115242215933914,0.17660089880176844,0.011852929796307365,0.2578743007247172,0.11935959725640166,0.09076456295248436,0.10468615140830584,0.3820450842320766,0.09549690249801679,0.023037135795929142,0.027904013438159292,0.04683957178640086
SBS10b,0.22594057739563833,0.21532907219828212,0.10839858457602614,0.07698695704373626,0.25958670016091245,0.21506981953791215,0.3063034025824303,0.30382704893939705,0.033796618704261316,0.08173838888615192,0.06826365216848951,0.174614908399792,0.18999538967653984,1.0,0.2335245946641188,0.16397783349807715,0.17876012447173795,0.0472752030769642,0.017215684652239327,0.11518862437754906,0.12340550608558587,0.0703170186960318,0.0056504759229011325,0.05389675450607212,0.17220765662477888,0.10289152583453576,0.050525303421596446,0.047318854518334286,0.008514817906654204,0.04234756128540074,0.08443630252617595,0.08049206771027262,0.19802940483752718,0.06013625625592922,0.03516468355371993,0.188786376331335,0.12235213543426993,0.17008085849931975,0.08949399746318198,0.1712166624114737,0.0311410197136881,0.012893651174398557,0.061215261247464126,0.15542482760377285,0.09627712772470576,0.03911258420680708,0.08864340486316369,0.23491043584582239,0.17623401980166642,0.19997208604412786,0.16599914126982895,0.12183016314897621,0.011136314321781637,0.08532827442091839,0.05225020645715217,0.0582155004578756,0.11985441352002935,0.0021486965592909524,0.007589747597201657,0.16335772750583932,0.09028529293427767,0.032002710992399486,0.04566148597394093,0.015443583751971746,0.06916744575817357,0.16441654017561946,0.16948694154117383,0.2616000393246193,0.012152301699249413,0.01873447844260756,0.09723522534043705,0.08626989124731543,0.09444797439598973,0.25071157160161006,0.1256901792342331,0.1040564095922486,0.017094797038312737,0.03673716883411493,0.13356373692155454,0.19208714744916788,0.11285385223102329,0.1070259782103764,0.09803491725773439,0.05592745061916271,0.14972123735766474,0.062425725814863164
SBS10c,0.09340937675046668,0.04588460192290855,0.3815981510078674,0.4624228856474235,0.40576542982745645,0.12901233223668784,0.07569525628533769,0.11335743269474596,0.17612678944194704,0.17295556826268554,0.4761973308577895,0.4912715702708679,0.8592055407952998,0.2335245946641188,1.0,0.8542203254131067,0.10412398117467203,0.27017333775864016,0.10637096333885976,0.5849343267923628,0.16744483592642267,0.2135041287035473,0.1234379893217521,0.16804144368487217,0.6904776044882913,0.10161583792494155,0.2934189890135962,0.1782462540886698,0.06205421487204643,0.17102428929562852,0.10000734681499202,0.2943595992112238,0.42742547943814513,0.2709305835979724,0.07561899620769896,0.162453852358436,0.3972097311584293,0.10415702082126144,0.18086798266510384,0.1689532102578668,0.1710205763907794,0.27420834018823537,0.28521247726929433,0.8103601330947924,0.278918721304216,0.240987055982832,0.209203351861445,0.4434364885818307,0.43747882681970784,0.4616809657978258,0.3545415380381062,0.28449923634206187,0.07408340902468968,0.3430013944093281,0.37062517569304765,0.27471735022457566,0.21027997282009114,0.05797502331026638,0.09044457242747717,0.17513251085667514,0.18835678703467895,0.3790727038044739,0.11990577194921437,0.18887888030156863,0.06684045826292284,0.8942665610477116,0.2631636704661038,0.23552645751895396,0.09262610747348687,0.01860268750066396,0.1264417683154173,0.28247262948367613,0.10926796645306158,0.14600236393906618,0.26157666018856407,0.3519737299758605,0.09036375112894401,0.33683237174083724,0.369553981542476,0.3545999891932775,0.38272583468653587,0.5574316448439711,0.3286778728715116,0.08757668333217727,0.1362536798203925,0.17762322418432008
SBS10d,0.008944373099913694,0.015218551618256138,0.1997366253518198,0.39978277159578224,0.1894082020093415,0.021716737205194736,0.0196124914273047,0.032135573149055574,0.061925908805075425,0.05056679316806323,0.3696456117268021,0.28999253725565377,0.8684609629882452,0.16397783349807715,0.8542203254131067,1.0,0.024615831073425576,0.06624304353034327,0.1539383183185037,0.4159216076204655,0.07449091381170925,0.08917710082075936,0.01885563749721142,0.02668351387488499,0.6806803917729052,0.02405597947261784,0.07648770104889979,0.032856929977465366,0.026279237079795292,0.08100342687160555,0.023634788205269652,0.26610864136566814,0.23937159912211237,0.05376351346333308,0.048979787466165714,0.06138451165754821,0.3632770667950127,0.025033425019778344,0.06317937369870585,0.08630072147054768,0.06945421802579088,0.06230515836718642,0.15825831654832667,0.8822764565273754,0.07434564682741251,0.12764794329087958,0.10877806138866641,0.33231888642282237,0.28694199248380026,0.21852724993126205,0.11871783956686821,0.17282016335513317,0.028592466912342185,0.12245736632609883,0.30310170156781047,0.09596065884884108,0.09394340422624226,0.11795470657583185,0.06758963039883814,0.1162808938113874,0.13917819839031953,0.6748341581399729,0.038927440657943846,0.05245871455267659,0.02872302718546993,0.9794704770050428,0.10921874192489167,0.11476654607877401,0.0483875433712293,0.0072605100225661134,0.03682475789465012,0.07595486044397515,0.07148549059540443,0.04571461312448721,0.08747574906252886,0.24680786635212582,0.04029442032825159,0.5644606329125667,0.18695312333602265,0.1611176059586844,0.23540993796391252,0.5253500242010005,0.14933892335663046,0.033726379366531334,0.05364845077795566,0.10432182534823276
SBS11,0.038595516192149404,0.27562431162806045,0.3463542439890974,0.11300749164155577,0.4719793606391758,0.32153079567814746,0.5738409845030888,0.7486509048818786,0.06657939876898877,0.12188220247059711,0.08988171848357362,0.13640131247554887,0.0271191383382845,0.17876012447173795,0.10412398117467203,0.024615831073425576,1.0,0.04262388813920115,0.011416850621115082,0.05531079251237936,0.2459864192872745,0.08124959350431693,0.006581002889585297,0.002179013677547581,0.09745980854952196,0.5355566125585207,0.1827055125235857,0.045372433717587035,0.01623342555114482,0.051824738337596044,0.76896599395373,0.2059958076583892,0.20425551709218204,0.04479560481092637,0.07234015479684774,0.01475866739466436,0.05093081414240164,0.7607312942034075,0.5133015381023858,0.7852328869689473,0.03200943123982658,0.010758049487301302,0.3023347481438555,0.05563761492512842,0.06498605137412983,0.03181039032843014,0.1291532602461669,0.6165710886414454,0.23340286435116764,0.5282638526901878,0.10368083298656283,0.6739279925980272,0.006549976103811139,0.3473845839358565,0.015455420398811981,0.12974349360860138,0.19774914176774838,0.0011154816549648894,0.003132141573918612,0.3659353771276799,0.12214687732610285,0.011696627274149551,0.05316115252446907,0.026850907903078536,0.050244827353789656,0.006936257039096505,0.20254911862341762,0.40045796074873796,0.011985490105148822,0.0078033808576303265,0.6028707204137326,0.0942692269581552,0.07917232305525257,0.0857675062569292,0.015225132714879241,0.3003374036621256,0.007512014887450236,0.011958536334839565,0.3938258064278837,0.1223224635209128,0.30085651757679266,0.1958242945721277,0.13785664900437544,0.17849372998983426,0.023441462492626353,0.30781006039091097
SBS12,0.016046883608345053,0.03769774646061064,0.47115037641877966,0.11908709048380695,0.6712258724311781,0.0476671316825753,0.04217049265128581,0.06176772468555203,0.21936861799878715,0.43490703060843505,0.1918136609721076,0.4483749797757234,0.027118868026690612,0.0472752030769642,0.27017333775864016,0.06624304353034327,0.04262388813920115,1.0,0.022824531855288988,0.09841476619679512,0.06334096848142012,0.5653646320343427,0.3470706945649017,0.019565061734580058,0.09001778711548092,0.059054311956345695,0.16059771543151102,0.6834337000538174,0.0960179333919301,0.23533615859072454,0.037413924929581954,0.09733849051350596,0.43273464050154353,0.9286354934410226,0.05884487214968204,0.02333847557303559,0.07245908431455572,0.06494055205531213,0.17603227695918677,0.0940142225489693,0.41436188914325955,0.049248834181373935,0.06609347254307596,0.07209424852052537,0.8245413041586072,0.055332531158460374,0.2670070447152808,0.2910466199528763,0.4017940574401462,0.5593852278438036,0.4064190316126206,0.1311878553427006,0.16606135164127234,0.33352253561169287,0.050079173004360156,0.7631947652209214,0.10775788825886168,0.008285750991684826,0.020038238165632327,0.11828740095799084,0.20402688396851332,0.04349707143129666,0.10199920160779119,0.5353624227103148,0.06088838551064801,0.054670755020706174,0.40435138848974583,0.30247885033751576,0.03597193470675408,0.009618257491622484,0.06939101314615259,0.4841489471730708,0.08235479978026827,0.09349627807631777,0.48519147385996164,0.27960951579343585,0.05921577379627696,0.02533749838263566,0.6653876357668401,0.5255033026532495,0.28795244531885733,0.1530854778276428,0.5081423709526678,0.08534129580752925,0.22257988325069222,0.24469366256222824
SBS13,0.006568278117198734,0.016516056838439375,0.2894094080189633,0.10524576870708913,0.15790756826803587,0.01313065961636617,0.017118086792623388,0.014952843725653975,0.0425338374077151,0.015702033710432106,0.06948120759531462,0.07545194605210293,0.09344480117527687,0.017215684652239327,0.10637096333885976,0.1539383183185037,0.011416850621115082,0.022824531855288988,1.0,0.0394544855087019,0.018948637682641323,0.09677211125760565,0.0066289392575547,0.0027255084673991625,0.12874451036721202,0.020637030910397813,0.013193039672130036,0.006240955439310802,0.01353068409457514,0.05092088009715656,0.012818930637725878,0.08633780076966402,0.17306224007078364,0.01664621028215718,0.01920706112399928,0.005675217569493518,0.07168934554074224,0.02151354337784772,0.030340165003543196,0.02691100799082924,0.06960243917968945,0.007397712393414135,0.13117254108043008,0.17344027572536924,0.028510820148864746,0.028300773696245285,0.4884475539373776,0.20994349777858756,0.2622413360635951,0.14989980671180791,0.2597931074357498,0.04228445362639188,0.006594466072825211,0.033235897902481604,0.06823576303093226,0.048337270280581435,0.019023983508211217,0.05078884951045781,0.014869697294670914,0.027430677463974873,0.051860715659647005,0.1767324304110265,0.023585855918436094,0.014503589782598914,0.021667442786718727,0.14000181382534815,0.0640598551346675,0.08501830765910001,0.007008303139824368,0.003098532866558812,0.031159216874550477,0.032220463292018775,0.5225855300782375,0.05455965700593601,0.019173636428970853,0.316116779860231,0.006073453208156554,0.14600946732853415,0.2274278664123488,0.1968057668274047,0.13781105051053222,0.13355461274632785,0.05077082034654423,0.019999468698650213,0.060117516659242365,0.23741555042169493
SBS14,0.08429918330328756,0.01203672782083598,0.3064200281799243,0.559668788049186,0.23840190967798391,0.12124724927176667,0.017099793878388114,0.027974338084279404,0.06343027581150551,0.06174590018092241,0.46344147037870354,0.1768878194729564,0.4752094836852775,0.11518862437754906,0.5849343267923628,0.4159216076204655,0.05531079251237936,0.09841476619679512,0.0394544855087019,1.0,0.15674660549493313,0.1014391654547162,0.020653396751998176,0.01241631914160013,0.5495102136761013,0.046489236446304205,0.7127512113473319,0.1317175482836439,0.018814570487710625,0.0679168588530692,0.055220968885795196,0.3485047689224059,0.2773182590488097,0.11887169164475919,0.044946192428508724,0.017285250776819305,0.5360688543938801,0.06365766387911398,0.15812728183130076,0.14426204370445173,0.07218943701755454,0.011641306508569316,0.48672142247814754,0.6116090147133704,0.09753723556011229,0.4208722520224195,0.14069488279626186,0.26981634136135546,0.22372932082212138,0.2990653019823579,0.07322676055031996,0.27122234375458176,0.024432160114795543,0.4602746079086618,0.5604838573736809,0.13342390655087633,0.04071446535852352,0.002851141284579972,0.10602268052671604,0.13639951421704355,0.08093745343123793,0.11165000052500385,0.07423094060924906,0.09300105138839454,0.020368692481184558,0.5315744640080572,0.09271944448126668,0.08996491636718706,0.3846418078970124,0.0066891578264117735,0.11703306195640006,0.055092883287030325,0.0733224865898695,0.11299845233485661,0.07005151946756405,0.3048214565381687,0.011940464377329985,0.09580765171569094,0.23540015911435386,0.15727408979402147,0.3884025670751562,0.6169581682163455,0.15051649325069583,0.04593591126944918,0.07496219800790793,0.12148899186687578
SBS15,0.5824207754086046,0.07887453210767437,0.20921689107179775,0.15913686225233004,0.32145667386324717,0.8608424016272084,0.1090947081033733,0.11561417187220868,0.03188026695524904,0.06603700279768632,0.12512236386664932,0.13617362408386957,0.06741922316471749,0.12340550608558587,0.16744483592642267,0.07449091381170925,0.2459864192872745,0.06334096848142012,0.018948637682641323,0.15674660549493313,1.0,0.05654458184144506,0.015931851723259727,0.015193953192358611,0.22305655566978178,0.23811757982523085,0.30344874887386264,0.10572863769563134,0.01703654471232574,0.053191410505042835,0.3741791419373621,0.31101977722077545,0.23772416966055876,0.0989615003293004,0.07757730596132117,0.030451187146678715,0.23230001078235274,0.2480302152743996,0.13701732633982244,0.2495068681706657,0.05428411012080081,0.06081229434796165,0.16426256464716926,0.14107698437459837,0.0899988928762736,0.17159186133216076,0.13173896154393816,0.3467696050282003,0.1653450354518613,0.284104962400918,0.16413849450999007,0.4583642218216821,0.01913907456009567,0.5686810355983906,0.15798825723823695,0.1171223328499158,0.05729177557981324,0.01013293874123089,0.0636509968377238,0.099578412260374,0.07939186697955614,0.08172928924694267,0.16719628569821277,0.0902108804215418,0.05043168018953681,0.07050735553623477,0.11510736939265132,0.0930517694029861,0.06255275674137761,0.011532410876143984,0.4333217597108179,0.04818072892501124,0.09809827386691516,0.2562551644082718,0.06167954136751552,0.15980188877956936,0.011241580140529117,0.06168666947648538,0.22376412031102755,0.16092468062051457,0.3348137272103058,0.2779806825671033,0.15344992804040025,0.09131775227882966,0.15389224385552736,0.3143213743569502
SBS16,0.02531730026210932,0.05908601772324884,0.4012000642289486,0.17141436526725373,0.6496026075775508,0.05225987565241208,0.059579899024072125,0.08589227855551451,0.09367047339170076,0.14558497572050122,0.25081930705163646,0.3653687305011808,0.049766091159910264,0.0703170186960318,0.2135041287035473,0.08917710082075936,0.08124959350431693,0.5653646320343427,0.09677211125760565,0.1014391654547162,0.05654458184144506,1.0,0.07819228577886483,0.029795574978690675,0.13125718119665297,0.11106587599662321,0.10597239414616744,0.1325015610380611,0.15421013064710998,0.35060609126068365,0.07777028234400618,0.13221223397111914,0.353427979620222,0.5377973976000661,0.08237918413366196,0.07220501156720605,0.11495218574504329,0.07693427178874823,0.20108478390810958,0.09459862110194295,0.12987855974754614,0.09653351664084409,0.12543253054336367,0.11616006178905847,0.5913035562172237,0.06828445578496822,0.279564095603551,0.3551892646601116,0.39303157368983677,0.48286725921613183,0.27637204035636054,0.15555666062579898,0.05432569362037554,0.1849376138988278,0.07195551612333462,0.2874804612677012,0.15174560446148355,0.015062834359827804,0.030620704408179655,0.12455572283563054,0.15676362332442162,0.06806708014099105,0.10247977004635711,0.26974556485455836,0.07030986246295168,0.09994474012809729,0.2465352059828858,0.43586923058604443,0.0646288887692622,0.014551076652977946,0.09738191244137928,0.3853214143854482,0.142714546595478,0.09702257905661937,0.7017675260774602,0.3149994138459107,0.08876492219849608,0.04609907826756532,0.7412309374994406,0.38159779784275893,0.29445363029553473,0.14637891628354993,0.4633720977016207,0.09961336116012331,0.20782777228580573,0.27167123773613366
SBS17a,0.006945599339965303,0.0017892215632557829,0.2471102225801578,0.05137600530630981,0.2052692097381149,0.015343718890435953,0.006836190155351973,0.022809057830926127,0.17943962530052293,0.12559817116483762,0.13059026420366449,0.28612023704214207,0.0030442000356694088,0.0056504759229011325,0.1234379893217521,0.01885563749721142,0.006581002889585297,0.3470706945649017,0.0066289392575547,0.020653396751998176,0.015931851723259727,0.07819228577886483,1.0,0.055016179873793924,0.028285960227288465,0.008785623927900832,0.0563526902462238,0.10381996547581063,0.07713596654113797,0.05728738752667506,0.0068749285627068835,0.04029845604165572,0.19232197258021588,0.37296068616756517,0.024717183012466948,0.022766378770497808,0.024509385341274115,0.023109440986649132,0.11526932956576796,0.01689914286221128,0.06714883719351483,0.009817695334969123,0.10263127265107741,0.016705434805550534,0.36199041421610145,0.016931386015494487,0.12169071417609822,0.10171307161695997,0.15776583932806865,0.3167986119647095,0.09557080592193223,0.038075271416076806,0.17462222557053209,0.08586906728873067,0.0090052521447741,0.6700122270057406,0.044832268557662536,0.0006221201249242414,0.0011765119429462123,0.04736619031665701,0.15751166560407048,0.008339599614146098,0.033116457315089054,0.21275512632858706,0.01723240232104639,0.006623806758795925,0.15964768916111105,0.15093607041653467,0.030667692039950456,0.009221202996519406,0.014067701783593178,0.13071633630624635,0.024097196277289012,0.05233704097427172,0.04289451812573519,0.10990083860877364,0.05494434081918953,0.0020619100025065507,0.13680451007182215,0.16242012791742688,0.1750578873386366,0.08358630723231464,0.24117997928168522,0.024065694597742326,0.05474384389187492,0.08268034795419366
SBS17b,0.002117598464124404,0.0014485188971159468,0.11084156978807091,0.013250497928764093,0.0988787460284728,0.007865930775095675,0.0022449882295104695,0.005159472585273606,0.04179580573321817,0.0170264435210139,0.019308654277878534,0.4829802758323105,0.014558294630799495,0.05389675450607212,0.16804144368487217,0.02668351387488499,0.002179013677547581,0.019565061734580058,0.0027255084673991625,0.01241631914160013,0.015193953192358611,0.029795574978690675,0.055016179873793924,1.0,0.031744188197715406,0.011550406937784974,0.02395123190451065,0.008699913823813299,0.011783183046092494,0.02622531945246942,0.0017419089272859845,0.036438625469926045,0.09200739097907262,0.06731390990222885,0.007061331532028259,0.4260846124259128,0.009718577467964451,0.010411565033085046,0.020489875662694668,0.0066240973759161825,0.007682913136690339,0.003504412793324696,0.03207155533180328,0.010665571722518918,0.1105514600415417,0.022230893458005108,0.07695418404626797,0.07507742793850636,0.2796283865127034,0.11983376196159345,0.16705680719756966,0.022597049380570833,0.0685140518478995,0.020141416955624103,0.004551772875399984,0.038038779414954815,0.07761720387807858,0.0003455017240587832,0.0007973362054719546,0.03743114802909131,0.024799623879433796,0.004895458091991323,0.016848659854682646,0.017318240343184854,0.041562522927938494,0.01905493822669113,0.13251679791117588,0.045379246162643105,0.045032434407381916,0.03173064973493145,0.009089685464745645,0.034342493092655135,0.020965982081880608,0.024179339003245315,0.0957874257812692,0.06018483092662319,0.03475227414591597,0.0019299999254456246,0.01762051435166956,0.32348208460599415,0.03701001316623498,0.014859587147321496,0.06670255644666356,0.007610194155328487,0.04041489355221728,0.022123501758821607
SBS18,0.12304857005955927,0.06505982802642496,0.4398815079278213,0.7339599822226709,0.3565650035378968,0.1649674616178981,0.09882609774444329,0.11385713384894158,0.0993505817633058,0.08080742845218947,0.6351836153438093,0.28308144306131866,0.6028307276673809,0.17220765662477888,0.6904776044882913,0.6806803917729052,0.09745980854952196,0.09001778711548092,0.12874451036721202,0.5495102136761013,0.22305655566978178,0.13125718119665297,0.028285960227288465,0.031744188197715406,1.0,0.10639368225536039,0.2908856707053983,0.06574886117108969,0.06459006181037763,0.12984443779278365,0.10580506269130452,0.6195924976478528,0.3967536908920557,0.07185169288125304,0.09158482389260247,0.04727342944730073,0.8287625324290144,0.14082104763948045,0.20020449757852732,0.20070274508615793,0.08402775529980744,0.08201391664224289,0.3748725708435551,0.9086864647326168,0.10628954553393499,0.46511679716776355,0.2501864634056785,0.5250800900544982,0.36345797958085546,0.34862534854593175,0.1569952004810694,0.3241784618316417,0.09503576170808925,0.2504541405971423,0.5561667143733768,0.1809886116565802,0.21575474255566796,0.12248801304477297,0.2511455137820815,0.3231440039535176,0.29404754477062056,0.4808488637932611,0.35546185825533305,0.07755235029016705,0.06808741078225133,0.6835814516730022,0.14977362717859977,0.19800180870739714,0.3963286058453338,0.03624403481161109,0.13448623562600337,0.10679704184281702,0.14176564865686048,0.19187687036955858,0.10553842151241533,0.45085175259354515,0.07052536947744048,0.4034810078767046,0.3284612149886723,0.21306031608520914,0.5647927421698465,0.9007948706734383,0.24094854547423483,0.12165522497352077,0.15823428624509617,0.17080293532283408
SBS19,0.0405623237686481,0.22001658342652752,0.3907615030045277,0.15199939340757274,0.4534657208506925,0.2993127547655938,0.3633731801084865,0.6494432031201276,0.08292628348096409,0.12485900156665664,0.12754940702006579,0.16674375204468495,0.02166050371692574,0.10289152583453576,0.10161583792494155,0.02405597947261784,0.5355566125585207,0.059054311956345695,0.020637030910397813,0.046489236446304205,0.23811757982523085,0.11106587599662321,0.008785623927900832,0.011550406937784974,0.10639368225536039,1.0,0.17078262766783203,0.04047937113210176,0.020952932519957335,0.05859371069374375,0.8113493239376132,0.15356840632500324,0.23743557522626701,0.04735951485737877,0.07678505531027979,0.027333392076944296,0.062388573400257274,0.598198153587201,0.7646763185339267,0.475959743991513,0.038014161363174814,0.01306217631540496,0.3551440529192881,0.061851878467228616,0.08415459900739641,0.03171667797954125,0.15949547524291663,0.5533078099422687,0.25711191643491627,0.5560189695763014,0.12377913504927673,0.501492719454593,0.012039966317496598,0.312628416671794,0.020887135884834596,0.15645450225782875,0.10071653567039018,0.0026727199595913964,0.005077059730390521,0.183544600865589,0.10187068116510678,0.01783545791139185,0.08237717946480982,0.03458154363969068,0.04794182772248068,0.012798442664591736,0.2182562778092425,0.3148465333272933,0.014266315914055028,0.011044659614001362,0.569410056206482,0.0729804317762851,0.07994299654590808,0.10666399720593511,0.03657035362344585,0.26203453467738114,0.008532503410168313,0.05140650443739703,0.5072764416632602,0.13583001076636902,0.2891138838691294,0.18123160490561585,0.13287619295775088,0.6849343169295201,0.04804710321969874,0.36445242899442665
SBS20,0.10678745148009694,0.030851312510747464,0.4053692710434994,0.58171014116774,0.33940797542702716,0.29812006511457945,0.06924532546086404,0.10629602337285204,0.12487951339329384,0.08012810175716545,0.3720644016531387,0.16930498214321354,0.037129270249970814,0.050525303421596446,0.2934189890135962,0.07648770104889979,0.1827055125235857,0.16059771543151102,0.013193039672130036,0.7127512113473319,0.30344874887386264,0.10597239414616744,0.0563526902462238,0.02395123190451065,0.2908856707053983,0.17078262766783203,1.0,0.13761447052137665,0.043045642379520355,0.10717341274033754,0.22974165297991322,0.2894680938117037,0.2881684798344335,0.18333926040721704,0.0586390605463083,0.01688899165613511,0.3668131716969326,0.22016405981128429,0.25150753654639657,0.22588479679747997,0.09449985339024713,0.10486384878216626,0.5176017049323468,0.2612232254613295,0.1520460396841674,0.5413479406990296,0.1867434812766815,0.31653331612886526,0.24723122425753796,0.42737963477555363,0.17904913914972465,0.4092059284742364,0.033594980719750644,0.7119206369098113,0.6822558976229313,0.21405878167938364,0.09948459122772546,0.007649514460065454,0.1646809542781419,0.08232686265298861,0.11352079774585355,0.07502812314267193,0.1771560797688282,0.1608518106267942,0.030101223202850913,0.1547970727071203,0.18114224089712405,0.14779695610926458,0.03827555075104938,0.00635473754484428,0.30536462812670284,0.11820226703077297,0.08349116734866247,0.13471239258012502,0.08626550271294398,0.3371534690361301,0.05629181157104646,0.03326423525593425,0.32102648489060304,0.2091185965471849,0.580653995726617,0.49887192010477766,0.18895585873144016,0.09455349449549766,0.09584933964284559,0.2803179418024122
